,commentText,commentClassification
3537,"''$shelftypeExist declare variable to an empty array,  
programmatically code will work,  
logically it is wrong.",add BUGGYCODE_SUGGESTION end
3538,'$displaytypeExist - please declare.,add BUGGYCODE_SUGGESTION end
3539,Going forward use spaces before and after =>,add REFACTORING_SUGGESTION end
3540,Declare $vistingTypeExist variable.,add BUGGYCODE_SUGGESTION end
3541,Duplicate line of code.,add REFACTORING_SUGGESTION end
3542,remove these two lines no need. As we are using data table na.,add REFACTORING_SUGGESTION end
3543,remove these two lines no need. As we are using data table na.,add REFACTORING_SUGGESTION end
3544,remove these two lines no need. As we are using data table na.,add REFACTORING_SUGGESTION end
3545,Please use brackets even if single line is present for if and else.,add REFACTORING_SUGGESTION end
3546,response should be correct. If invalid request sent.,add COMPLETENESS_SUGGESTION end
3547,alignment.,add REFACTORING_SUGGESTION end
3548,alignment,add REFACTORING_SUGGESTION end
3549,if none retailer transaction are approved then also its show collection approve is pending or zero.,add BUGGYCODE_SUGGESTION end
3550,This will not execute its as its already exists.,add BUGGYCODE_SUGGESTION end
3551,"ALTER TABLE '`collections'` CHANGE '`approved'` '`approved'` INT NOT NULL DEFAULT '0';

the above query will be enough.",add CODE_SUGGESTION end
3552,"'$this->User->Cdnote.  
do not use loadCustomModel",add BUGGYCODE_SUGGESTION end
3553,Also this variable is being used out of scope.,add BUGGYCODE_SUGGESTION end
3554,Please resolve conflict.,add LOGISTICS_SUGGESTION end
3555,"space after , space after and before =>",add REFACTORING_SUGGESTION end
3556,"space after,  
below line space before and after =>",add REFACTORING_SUGGESTION end
3557,"spacing issues, space after , '(comma')  
space after '( and before ')  
space before and after  =>",add REFACTORING_SUGGESTION end
3558,Resolve conflict.,add LOGISTICS_SUGGESTION end
3559,Please update if its verified.,add COMPLETENESS_SUGGESTION end
3560,indentation is wrong,add REFACTORING_SUGGESTION end
3561,remove commented code,add REFACTORING_SUGGESTION end
3562,@{5cdaaddc7c13590d66b4216e} don’t remove this line.,add REFACTORING_SUGGESTION end
3563,Here the user  can be mapped to many warehouses.,add LOGICAL_SUGGESTION end
3564,"As checked in code multiple warehouses is handled.  
hence approved.",add LOGISTICS_SUGGESTION end
3565,"if activityformfieldid not present then we have to ingore,,,instead of assigning null and saving.",add BUGGYCODE_SUGGESTION end
3566,"where is foreign key?

‌",add BUGGYCODE_SUGGESTION end
3567,Why the list is hardcoded.,add BUGGYCODE_SUGGESTION end
3568,"This is a custom company specific mdm, where few skunits have to be order in a defined time span,  
example milk, buying more is problem and wastage, and buying less will have stocking issues.  
secondary orders are taken in excel sheet and the same is uploaded in bizom.  
and the same data is being considered for primary order / sale  
they have a limited set of skunits hence this custom company specific mdm was done.  
list of skunits procured from the client.",add LOGICAL_SUGGESTION end
3569,Use tabs for indentaion,add REFACTORING_SUGGESTION end
3570,remove commented code.,add REFACTORING_SUGGESTION end
3571,Fix indentation.,add REFACTORING_SUGGESTION end
3572,Fix indentation.,add REFACTORING_SUGGESTION end
3573,Remove contain.,add REFACTORING_SUGGESTION end
3574,Fix indentation.,add REFACTORING_SUGGESTION end
3575,Fix indentation.,add REFACTORING_SUGGESTION end
3576,Fix indentation.,add REFACTORING_SUGGESTION end
3577,remove contain.,add REFACTORING_SUGGESTION end
3578,delete commented code.,add REFACTORING_SUGGESTION end
3579,Delete commented code.,add REFACTORING_SUGGESTION end
3580,Fix indentation.,add REFACTORING_SUGGESTION end
3581,Fix indentation.,add REFACTORING_SUGGESTION end
3582,Fix indentation.,add REFACTORING_SUGGESTION end
3583,Fix indentation.,add REFACTORING_SUGGESTION end
3584,Remove commented code.,add REFACTORING_SUGGESTION end
3585,Fix indentation.,add REFACTORING_SUGGESTION end
3586,"Fix indentation.  
single tabe only.",add REFACTORING_SUGGESTION end
3587,Remove commented code.,add REFACTORING_SUGGESTION end
3588,"I think we can add one more condition date  condition, and get query also.",add COMPLETENESS_SUGGESTION end
3589,"@{5abb6bdc18c3bd2a73fff26a} But you are justing getting active scheme. i think u can make two quires then.

‌

Please provide the Query.",add COMPLETENESS_SUGGESTION end
3590,Please keep the response in single format.,add CODE_SUGGESTION end
3591,@{5b45dfc0441e440653b0aaff} this is wrong response….need to fix…it must return in array….please check with me once.,add BUGGYCODE_SUGGESTION end
3592,Please get it verified as it affects main api flow. Post verification merge it.,add COMPLETENESS_SUGGESTION end
3593,"if'( !$allowdifferententity ')'{  
/ paste the else block code.  
'}",add CODE_SUGGESTION end
3594,As this pull request generated from development so it will automatically verified in we QA hence i am merging this.,add LOGISTICS_SUGGESTION end
3595,This will always be true. because $entityCheck is not declared at all.,add BUGGYCODE_SUGGESTION end
3596,"Beatdetail  
bdbeatid'_index

Beat  
PRIMARY

Outlet  
PRIMARY  
  
all joins index is being used.",add LOGICAL_SUGGESTION end
3597,Please get it tested and verified and update will merge after update.,add COMPLETENESS_SUGGESTION end
3598,for Indentation please use tabs.,add REFACTORING_SUGGESTION end
3599,"In this whole file where indentation is being used space is used,  
can you convert that spaces to tabs for the functions that you touch.",add REFACTORING_SUGGESTION end
3600,Please get this verified.,add COMPLETENESS_SUGGESTION end
3601,"We can ignore the indentation fix for now,  
but please use tabs only.",add REFACTORING_SUGGESTION end
3602,use space after comman,add REFACTORING_SUGGESTION end
3603,"can we use getTransactionId here?  
Not a blocker but we can avoid code duplication.",add CODE_SUGGESTION end
3604,"'$fromOutletIds is declared as array, not able to see in current view.  
This is just for informational purpose, for other reviewer as well.",add CODE_SUGGESTION end
3605,"getoutletCategoryIdByErpIds  
we already have this function can we alter the same to achieve what we need?",add CODE_SUGGESTION end
3606,indentation is wrong,add REFACTORING_SUGGESTION end
3607,Removed this hardcoded template name,add BUGGYCODE_SUGGESTION end
3608,Please share the query log.,add COMPLETENESS_SUGGESTION end
3609,"Salemansalesreturn

transactionidindex

Skunit

PRIMARY

Batch

PRIMARY

Salereturnreplacementdetails

salereturnidindex

Salesreturnstate

PRIMARY

Size

PRIMARY",add CODE_SUGGESTION end
3610,Space after comma,add REFACTORING_SUGGESTION end
3611,"Space after comma  
do not re-declare the variable.",add BUGGYCODE_SUGGESTION end
3612,Donot type caste as object.,add BUGGYCODE_SUGGESTION end
3613,"'$response format is being changed at many places, keep the response format constant,  
and keep the data empty, make sure if they are object type cast the object when sending response.",add CODE_SUGGESTION end
3614,Corrent indentatiton,add REFACTORING_SUGGESTION end
3615,Do Not re-declare the $response variable.,add BUGGYCODE_SUGGESTION end
3616,Run a loop and build data.,add CODE_SUGGESTION end
3617,why are we using first only if multiple beatIDs are being searched.?,add QUESTIONING end
3618,Why are we taking multiple beat id’s if we dont use it?,add BUGGYCODE_SUGGESTION end
3619,can you check the sql log and its using index or not.,add CODE_SUGGESTION end
3620,@{5b45dfc0441e440653b0aaff} I’ve said for that or condition with multiple rows check the exact query not all. and give that one  with or coindition with multiple rows with different outlets etc.,add LOGICAL_SUGGESTION end
3621,"As discussed we should keep the response structure same, please add extra object,  
and also note : $this->Session->setFlash will return one output,  
as web portal allows to save only one warehouse at a time.",add LOGICAL_SUGGESTION end
3622,recursive -1 not used.,add BUGGYCODE_SUGGESTION end
3623,"Please get it verified, and update the pr once verified will merge this pr.",add COMPLETENESS_SUGGESTION end
3624,Fix alignment,add REFACTORING_SUGGESTION end
3625,IF both data are missing should we save the data ? for entity only?,add QUESTIONING end
3626,"The code is duplicated,  
can we write the function in one model and call it ?",add BUGGYCODE_SUGGESTION end
3627,Resolve Conflict.,add LOGISTICS_SUGGESTION end
3628,Please share query log to check for indexes.,add COMPLETENESS_SUGGESTION end
3629,remove AFTER '`paymentstructure'`,add REFACTORING_SUGGESTION end
3630,remove after keyword.,add REFACTORING_SUGGESTION end
3631,remove after.,add REFACTORING_SUGGESTION end
3632,remove after,add REFACTORING_SUGGESTION end
3633,Please get it verified and update the pr will merge after it’s verified.,add COMPLETENESS_SUGGESTION end
3634,"Please added alias to the column global'_outlet'_id, and company'_outlet'_id if duplicate column sql error.",add CODE_SUGGESTION end
3635,This code is verified and applied the patch also in live.,add LOGISTICS_SUGGESTION end
3636,This is already merged in sanity branch revision1768. Delete this PR and branch.,add LOGISTICS_SUGGESTION end
3637,"[ data-inline-card='' }   
already merged",add LOGISTICS_SUGGESTION end
3638,if it is empty or not set why are we setting is to response data ?,add BUGGYCODE_SUGGESTION end
3639,Nikhil please declare a variable instead of using ternary operator in response data. because it is not good practice and code readability issue will be there.,add BUGGYCODE_SUGGESTION end
3640,"Run a for loop and generate the data, as Set::combine and Set::extract is being used, we can skip the Set::extract",add CODE_SUGGESTION end
3641,"The empty variables have to be declared on the top,  
the variables will generate a undefined variable error if it doesnt enter the if condition.",add BUGGYCODE_SUGGESTION end
3642,Please get it verified by qa and update we will merge the same.,add COMPLETENESS_SUGGESTION end
3643,bhai raise this PR on releaseintegration.,add LOGISTICS_SUGGESTION end
3644,"can you add unique key here because it will not take any index

‌",add BUGGYCODE_SUGGESTION end
3645,We will have to add index. unique will have a problem when invoice is edited.,add BUGGYCODE_SUGGESTION end
3646,here we can add individualy for outlet type present or warehouse type present in option also na.,add LOGICAL_SUGGESTION end
3647,Add discription what fix u have done.,add DOCUMENTATION_SUGGESTION end
3648,MDM request should not be in master. It should either in development if yet to be verified or in releaseintegration if it’s alreday verified.,add LOGISTICS_SUGGESTION end
3649,if you change the default response type it will effect others if not sent responsetype.,add BUGGYCODE_SUGGESTION end
3650,multiple PR for master and sanity for same code should not done.,add LOGISTICS_SUGGESTION end
3651,"[ data-inline-card='' } 

‌

Why you have doing different branch for same code. It should merge one branch and do cherry pick or back merge not two PRs.

‌

Default response type changed to json to xml it will effect multiple places and its the comon api used in most places.",add BUGGYCODE_SUGGESTION end
3652,"validate $responseType, with the ones which we support else fall back to xml / json",add COMPLETENESS_SUGGESTION end
3653,"@{5b45dfc0441e440653b0aaff} I think the code that you have changed will suffice,  
we will either have xml by default / use json as your code says currently.",add LOGICAL_SUGGESTION end
3654,"Please get it verified, and update ticket once verified, will merge then.",add COMPLETENESS_SUGGESTION end
3655,"getResponseType always uses json by default,  
please keep that as default.  
and make changes in the below code.  
and if $'_GET'['responseType''] == ‘xml' set $responseType to 'xml’",add CODE_SUGGESTION end
3656,"It has been verified by bhaskar 

[ hence merging it.",add LOGISTICS_SUGGESTION end
3657,Only revision will not work. Need to handle in code also.,add BUGGYCODE_SUGGESTION end
3658,Approving as this is agreed by the team that support will be added later.,add LOGISTICS_SUGGESTION end
3659,why var'_dump'(');,add BUGGYCODE_SUGGESTION end
3660,If `qpsSchemeRedeemDays` setting is warehouse wise setting then  why warehouse id is not mentioned.,add QUESTIONING end
3661,Can you share the query here need to check the performance ?,add COMPLETENESS_SUGGESTION end
3662,Why we are calling model to controller ? it’s not good practice.,add BUGGYCODE_SUGGESTION end
3663,Space before and after '( ,add REFACTORING_SUGGESTION end
3664,Please do not generate mdm pull request in master. Either it should be in dev or if it is verfied then it should in releaseintegration.,add LOGISTICS_SUGGESTION end
3665,This bug is need in RI or sanity check with QA.,add LOGISTICS_SUGGESTION end
3666,aliagnment.,add REFACTORING_SUGGESTION end
3667,Please use isset'('),add CODE_SUGGESTION end
3668,alignement ,add REFACTORING_SUGGESTION end
3669,"this condition is already checked right

`!isset( $outletData['Outlet']['isfindmynearestoutlet'] `

why it is been used twice?",add BUGGYCODE_SUGGESTION end
3670,"Will it enabled by default as it has been handled through form definition   
`isfindmynearestoutlet` in outlets/add'_revamp.ctp ",add CODE_SUGGESTION end
3671,"Why is this added?

‌",add QUESTIONING end
3672,Why '+5:30 is added?,add QUESTIONING end
3673,Please add validations based on the input provided from user. If it accepts boolean then add a entry in mdmvalidations table as well.,add COMPLETENESS_SUGGESTION end
3674,remove == sign and put single = sign or use “is”,add REFACTORING_SUGGESTION end
3675,"Please also check if the template shows the difference of purchased and free skunits separately.  
user should be able to differentiate the same.",add COMPLETENESS_SUGGESTION end
3676,"Mdm id is never a constant,  
please fix it.",add BUGGYCODE_SUGGESTION end
3677,"Can i know the reason for removal of this code?  
please check the main bug that was committed and consult if this is being used.",add BUGGYCODE_SUGGESTION end
3678,What is the use case of using array'_walk'_recursive?,add BUGGYCODE_SUGGESTION end
3679,"@{5f7f0ac858899e0070b294c7} Then here the key will be random, as a array index.  
'$skuData'[']  
  
please check if set::combine will help you achieve this.",add CODE_SUGGESTION end
3680,Discount too should be multiplied with quantity,add BUGGYCODE_SUGGESTION end
3681,"Is the requirement here to show unit price per case?

‌",add QUESTIONING end
3682,Please raise PR on releaseintegration,add LOGISTICS_SUGGESTION end
3683,please delete commented line,add REFACTORING_SUGGESTION end
3684,please delete commented line,add REFACTORING_SUGGESTION end
3685,please delete commented line,add REFACTORING_SUGGESTION end
3686,Is the company using vat in gst columns ?,add QUESTIONING end
3687,If already updated company then what you do?,add QUESTIONING end
3688,"space after ,",add REFACTORING_SUGGESTION end
3689,please add space after '( and before ').,add REFACTORING_SUGGESTION end
3690,please add space after '( and before ').,add REFACTORING_SUGGESTION end
3691,please add space after '( and before ').,add REFACTORING_SUGGESTION end
3692,Backmerge to Sanity to RI then RI to RQA then RQA to dev then we can merge.,add LOGISTICS_SUGGESTION end
3693,Please get it verified and update the pr.,add COMPLETENESS_SUGGESTION end
3694,"in else condition,  
'$assets = $this->Asset->find'( 'all', array'(

			'conditions'	 => array'( '[Asset.id]()'  => $id '),

			'fields'	 => array'( 'Asset.id' '),

			'recursive'  => -1

		')');  
and check if empty'( $assets ')'{

'$this->Session->setFlash'('_'_'('Asset not exist or Inactive'')');  
return $this->redirect'(array'('action' => 'index'')');

'}",add CODE_SUGGESTION end
3695,Is this 0 every time asset id only.,add QUESTIONING end
3696,"Chacha,  
first parameter passed in url after / is sent in this->request->pass and the same is being used. for this.  
/assests/assetsassign/10  
'$this->request->pass'[0'] = 10",add CODE_SUGGESTION end
3697,"addscheme'_revamp is a page for multischeme only,  
just adding this info,  
handling of multischemeenable was not necessary,  
as when multischemeenable is disabled addscheme'_revamp will never open.",add LOGICAL_SUGGESTION end
3698,"can we use one class variable and set the class,  
repeating line is just for class is bad.",add BUGGYCODE_SUGGESTION end
3699,space after =,add REFACTORING_SUGGESTION end
3700,add ; in eol,add REFACTORING_SUGGESTION end
3701,"space before and after =>,  
and space after “,”  
space after '( and before ')",add REFACTORING_SUGGESTION end
3702,Please raise pr to releaseintegration branch,add LOGISTICS_SUGGESTION end
3703,"space after ,",add REFACTORING_SUGGESTION end
3704,"space after ,",add REFACTORING_SUGGESTION end
3705,Set single return.,add CODE_SUGGESTION end
3706,"Column added and being checked arent same

‌",add BUGGYCODE_SUGGESTION end
3707,"@{5abb66ac0dcb662a46ac34f7} Lets do it where we can,  
coding standards should be followed,  
where we can't do let's not do there,  
where we can do lets do it there.",add REFACTORING_SUGGESTION end
3708,"We can control the '* mark with the required class,'(Just Another option')  
Would like to know if the same validation is being handled and shown in the ui if data is not selected.",add QUESTIONING end
3709,"Can we add this is a generic css file where this class key can support in all pages, where ever necessary,  
Reason Avoid Duplicate code.  
File : getskunitsviewnew'_revamp",add REFACTORING_SUGGESTION end
3710,spacing before and after '( and '),add REFACTORING_SUGGESTION end
3711,"spacing before and after '( and ')

spaces after comma.",add REFACTORING_SUGGESTION end
3712,space before and after =>,add REFACTORING_SUGGESTION end
3713,spacing for '( and '),add REFACTORING_SUGGESTION end
3714,"Please change array'_key'_exists to isset,  
saves time.",add CODE_SUGGESTION end
3715,"'$this->request->data'['User'']'['active''] == 0 && !empty'($userData'['User'']'['active'']  
contradictory conditions.  
  
'$this->request->data'['User'']'['active''] == 0  
!empty'($userData'['User'']'['active'']')",add CODE_SUGGESTION end
3716,Please get it verified will merge after verification.,add COMPLETENESS_SUGGESTION end
3717,"Merging as there is no transaction changes,  
only ui changes is being done.",add LOGISTICS_SUGGESTION end
3718,"Merging as there is no transaction changes,  
only ui and spelling correction is being done.",add LOGISTICS_SUGGESTION end
3719,Why this data is here.,add QUESTIONING end
3720,Please fix the conflict.,add LOGISTICS_SUGGESTION end
3721,Fix unnecessary new lines,add CODE_SUGGESTION end
3722,Merging as this is old code which is reverted.,add LOGISTICS_SUGGESTION end
3723,why removing CDATA should be used other wise if any specail charater will cause the break of xml tags.,add BUGGYCODE_SUGGESTION end
3724,why is default **gstinvoicetemplate** changed here.?,add QUESTIONING end
3725,"There is a bug in gstinvoicetemplate, tcs amount was not geeting added to amount so we fixed it ",add LOGICAL_SUGGESTION end
3726,Calculate round off after adding tcs to amount,add CODE_SUGGESTION end
3727,"space after ,  
please use space after '( and before ')",add REFACTORING_SUGGESTION end
3728,please use space after '( and before '),add REFACTORING_SUGGESTION end
3729,"space after ,  
please use space after '( and before ')",add REFACTORING_SUGGESTION end
3730,"space after comma ,",add REFACTORING_SUGGESTION end
3731,"space after comma ,",add REFACTORING_SUGGESTION end
3732,alignment.,add REFACTORING_SUGGESTION end
3733,remove last extra space.,add REFACTORING_SUGGESTION end
3734,remove last extra space.,add REFACTORING_SUGGESTION end
3735,mdmvalidations should also be deleted.,add BUGGYCODE_SUGGESTION end
3736,Should it be and or condition?,add BUGGYCODE_SUGGESTION end
3737,Please get it verified and update the pr once verified.,add COMPLETENESS_SUGGESTION end
3738,"Here the final quantity which will be stored in all tables related to inventory, payments should always be in integer.

We have never supported sale of float value quantities,

Make sure the same is handled.

It shouldn’t be a case that you end up with 1.5, 1.75, 1.95 quantity ever.

Which will lead to decimal quantity which is not supported or not valid.",add LOGICAL_SUGGESTION end
3739,"Duplicate pr : [ data-inline-card='' }   
please delete this if not required.",add LOGISTICS_SUGGESTION end
3740,mtjkhclinvoiceqrcode.php it should be a ctp file and not a php file.,add BUGGYCODE_SUGGESTION end
3741,Please delete the php file.,add BUGGYCODE_SUGGESTION end
3742,remove console.log commands.,add REFACTORING_SUGGESTION end
3743,please remove invalid unnecessary spaces in end of line ,add REFACTORING_SUGGESTION end
3744,Alignement.,add REFACTORING_SUGGESTION end
3745,Alignement.,add REFACTORING_SUGGESTION end
3746,Why it’s 251 only ?,add QUESTIONING end
3747,"Just a suggestion not a blocker /change requested, we can use “else if” here bcoz either of the conditions will be executed once.",add LOGICAL_SUGGESTION end
3748,wont this change affect other places using same function.,add COMPLETENESS_SUGGESTION end
3749,"USed in api apiAssignRoleSpecificId and it’s marked in code also that it’s for ORIENT.  
hence approving.",add LOGISTICS_SUGGESTION end
3750,move function to model.,add CODE_SUGGESTION end
3751,please get this verified and update the pr once verified.,add COMPLETENESS_SUGGESTION end
3752,"[

It has been verified",add LOGISTICS_SUGGESTION end
3753,correct indentation.,add REFACTORING_SUGGESTION end
3754,correct indentation.,add REFACTORING_SUGGESTION end
3755,correct indentation.,add REFACTORING_SUGGESTION end
3756,Can we add history data of deletion. like in edit log. because it might create a problem.,add CODE_SUGGESTION end
3757,"Can we create a bug to handle this case,  
it’s good to have data as suggested by shubham.",add LOGISTICS_SUGGESTION end
3758,Please add condition here because admin login doesn’t require this condition.,add LOGICAL_SUGGESTION end
3759,"Logic here of bSortable and bSearchable can be controlled in backend,  
this is a hack used, to support search on zoneName as the order of fields in ui and db dont match,  
can you control in backend ?   
Ref commit id : 5af6cff706da945e4b89fd307b56476d6d6440e0",add BUGGYCODE_SUGGESTION end
3760,"space after ,",add REFACTORING_SUGGESTION end
3761,fix indentation of block.,add REFACTORING_SUGGESTION end
3762,please check if the vat is % or amount being stored.,add COMPLETENESS_SUGGESTION end
3763,Please do it on immediate basis,add BUGGYCODE_SUGGESTION end
3764,"Please move this to unmerge folder.  
it should not be committed in revision folder",add LOGISTICS_SUGGESTION end
3765,"space after comma , space after '( and before ').",add REFACTORING_SUGGESTION end
3766,".on'('hidden.bs.modal', function'(')'{  
window.location.replace'('<?php echo $this->Html->url'( array'( 'controller' => 'Assets', 'action' => 'index' ')') ?>'')"";  
'}');  
please add this after .modal'('show'')",add CODE_SUGGESTION end
3767,Please fix the conflict.,add LOGISTICS_SUGGESTION end
3768,"[ data-inline-card='' }  
duplicate pr.",add LOGISTICS_SUGGESTION end
3769,"please add spaces after ,",add REFACTORING_SUGGESTION end
3770,"fix indentation.  
use tabs.",add REFACTORING_SUGGESTION end
3771,fix indentation.,add REFACTORING_SUGGESTION end
3772,"user space after ,  
line 91 and 92.",add REFACTORING_SUGGESTION end
3773,"Indentation

‌",add REFACTORING_SUGGESTION end
3774,"type casting to be done in the last.

'$configurationData = array'(');  
  
after all code..  
  
'$configurationData = '(Object')$configurationData;",add BUGGYCODE_SUGGESTION end
3775,correct foreignKey,add BUGGYCODE_SUGGESTION end
3776,"space after '( and space before ')  
spaces for variable if used in array index  
'$usersData'[ $this->Auth->User'('id'') ']",add CODE_SUGGESTION end
3777,Please give us the Query.,add COMPLETENESS_SUGGESTION end
3778,Require Query here also.,add COMPLETENESS_SUGGESTION end
3779,Query is required here also.,add COMPLETENESS_SUGGESTION end
3780,Query is required.,add COMPLETENESS_SUGGESTION end
3781,"Make a single Query for forienkeyconstriant like

‌

```
-- Adding foreign key constraint to attribute: user_id in the table: claimlimitconfigurations.

8
+Added:SET @count = (SELECT count(*) from information_schema.TABLE_CONSTRAINTS WHERE TABLE_NAME LIKE 'claimlimitconfigurations' AND CONSTRAINT_NAME LIKE 'claimlimitconfigurations_user_id_fk' AND table_schema = database() AND CONSTRAINT_TYPE LIKE 'FOREIGN KEY');

9
+Added:SET @sql = if(@count > 0, 'SELECT ''Foreign key exists.''', 'ALTER TABLE `claimlimitconfigurations` ADD CONSTRAINT `claimlimitconfigurations_user_id_fk` FOREIGN KEY (`user_id`) REFERENCES `users`(`id`) ON DELETE RESTRICT ON UPDATE RESTRICT,ADD CONSTRAINT `claimlimitconfigurations_designation_id_fk` FOREIGN KEY (`designation_id`) REFERENCES `designations`(`id`) ON DELETE RESTRICT ON UPDATE RESTRICT;');

10
+Added:PREPARE stmt FROM @sql;
11
+Added:EXECUTE stmt;

12
```

If help is required contact me.

‌

‌

‌",add CODE_SUGGESTION end
3782,"Please get it verified and update the pr, will merge after update.",add COMPLETENESS_SUGGESTION end
3783,space after => and space before '( and after '),add REFACTORING_SUGGESTION end
3784,correct indentation,add REFACTORING_SUGGESTION end
3785,"Remove hard coded company id., specify the default value in description, and what values does what. take help from qa / product team for the same.",add REFACTORING_SUGGESTION end
3786,Detailed description would be useful here as mentioning the screen/little info about the functionality.,add DOCUMENTATION_SUGGESTION end
3787,correct indentation.,add REFACTORING_SUGGESTION end
3788,invalid for loop format.,add BUGGYCODE_SUGGESTION end
3789,This should be merge in RI not sanity,add LOGISTICS_SUGGESTION end
3790,"Please copy the file and make a new branch and commit,  
wrong files have been deleted.",add LOGISTICS_SUGGESTION end
3791,then we are not doing that way while bulk fulfillment is that doing correct.,add LOGICAL_SUGGESTION end
3792,in bulk fulfillement we are not checking the outlet'_level if we do then both are differnt behaviour.,add LOGICAL_SUGGESTION end
3793,please remove pr command.,add REFACTORING_SUGGESTION end
3794,Indentation,add REFACTORING_SUGGESTION end
3795,Indentation.,add REFACTORING_SUGGESTION end
3796,correct indentation.,add REFACTORING_SUGGESTION end
3797,Please correct the identation.,add REFACTORING_SUGGESTION end
3798,"Not a blocker, just grouping it would have better code readability.

'(`$existingCheckData['Check']['checkno'] != $collectionData['Check']['checkno']` ') || '( a != b ')",add CODE_SUGGESTION end
3799,Please Add !empty'(') condition,add CODE_SUGGESTION end
3800,Wring error message please correct it.,add BUGGYCODE_SUGGESTION end
3801,"can we merge this line in 1668?  
as seen it’s already present delete this line.",add LOGISTICS_SUGGESTION end
3802,Please get it verified and update the pr once verified.,add COMPLETENESS_SUGGESTION end
3803,"It has been verified.

[",add LOGISTICS_SUGGESTION end
3804,Correct indentation for all $joins arrays.,add REFACTORING_SUGGESTION end
3805,space after and before =>,add REFACTORING_SUGGESTION end
3806,"Same function is defined, getOutletType  
handle the condition of active there with a parameter.",add REUSE_SUGGESTION end
3807,"This might return around 1000'+ entries in few companies is it expected?  
and no active condition is handled.",add BUGGYCODE_SUGGESTION end
3808,getWarehouseTypeData already available.,add REUSE_SUGGESTION end
3809,indentation,add REFACTORING_SUGGESTION end
3810,single indent.,add REFACTORING_SUGGESTION end
3811,use '{'} even if single single of if.,add REFACTORING_SUGGESTION end
3812,use '{'} even if single single of if.,add REFACTORING_SUGGESTION end
3813,Will ucwords'(strtolower'(')') work for all languages?,add QUESTIONING end
3814,correct indentaiton,add REFACTORING_SUGGESTION end
3815,"Please use active variable, and use ui alias to provide the same,  
positive and negative aren't looking meaningful.",add REFACTORING_SUGGESTION end
3816,"Can we pull out all the outlet id’s and get their warehouses in one shot.  
function call in a loop is wrong.",add BUGGYCODE_SUGGESTION end
3817,Please check the feasibility to remove this function and re use the getOutletType function'('),add REFACTORING_SUGGESTION end
3818,Correct indentation.,add REFACTORING_SUGGESTION end
3819,correct indentation.,add REFACTORING_SUGGESTION end
3820,remove commented code.,add REFACTORING_SUGGESTION end
3821,remove commented code.,add REFACTORING_SUGGESTION end
3822,correct indentation.,add REFACTORING_SUGGESTION end
3823,"correct indentation for all if and delete sets, add '{ '}",add REFACTORING_SUGGESTION end
3824,separate comment and code lines,add REFACTORING_SUGGESTION end
3825,@{5b163be6b485a923ce5a55fd} Please check an the same and update.,add COMPLETENESS_SUGGESTION end
3826,remove commented styling,add REFACTORING_SUGGESTION end
3827,correct indentation.,add REFACTORING_SUGGESTION end
3828,correct indentation.,add REFACTORING_SUGGESTION end
3829,"Input for further developments,  
if the type is fixed,  
Set an array $entityTypesAlias = array'( ‘skunits' => ‘Skunits’, 'groups’ =>  Configure::read'('alias.DESIGN TYPE'') '),  
then you can use it as $entityTypesAlias'[$entity'],  
a lot of if conditions can be skipped.  
just a input for avoiding many if conditions.",add CODE_SUGGESTION end
3830,remove commented styles,add REFACTORING_SUGGESTION end
3831,"base variable can be changed by user which shouldn't be done,  
please remove this and and <?php echo $this->webroot; ?> where ever necessary.",add CODE_SUGGESTION end
3832,"base variable can be changed by user which shouldn't be done,  
please remove this and and <?php echo $this->webroot; ?> where ever necessary.",add CODE_SUGGESTION end
3833,"base variable can be changed by user which shouldn't be done,  
please remove this and and <?php echo $this->webroot; ?> where ever necessary.",add CODE_SUGGESTION end
3834,"correct indentation, single tab needed.",add REFACTORING_SUGGESTION end
3835,"correct indentation, single tab needed.",add REFACTORING_SUGGESTION end
3836,"correct indentation for all options, single tab needed.",add REFACTORING_SUGGESTION end
3837,correct indentation.,add REFACTORING_SUGGESTION end
3838,separate comment and code lines.,add REFACTORING_SUGGESTION end
3839,add not exists here.,add BUGGYCODE_SUGGESTION end
3840,Use a fall back like the line below.,add CODE_SUGGESTION end
3841,"Spaces after , and space after '( and space before ')",add REFACTORING_SUGGESTION end
3842,"double tabs are used here.  
please change to single tab.",add REFACTORING_SUGGESTION end
3843,use fall back.,add CODE_SUGGESTION end
3844,use fall back.,add CODE_SUGGESTION end
3845,correct indentation.,add REFACTORING_SUGGESTION end
3846,correct indentation.,add REFACTORING_SUGGESTION end
3847,"Why are we using sting Result => 'false'?  
it should be boolean.",add BUGGYCODE_SUGGESTION end
3848,"Use Object field,  
Donot use indexed array response.",add BUGGYCODE_SUGGESTION end
3849,use fall back.,add CODE_SUGGESTION end
3850,"Please use meaningful name to variable.  
'$warehouseIdList as $key1 => $warehouseId

‌",add SPELLING_SUGGESTION end
3851,"Please set Result to false,  
only when data is present send true response,  
please add specific reason.",add LOGICAL_SUGGESTION end
3852,"Please delete this as requested, and use the generic fucntion.",add CODE_SUGGESTION end
3853,"Skuvisibility is using or condition.  
please share query to check performance.",add COMPLETENESS_SUGGESTION end
3854,"@{5b163be6b485a923ce5a55fd}  please add index based on your search  conman criteria. 

‌",add CODE_SUGGESTION end
3855,remove commented styles,add REFACTORING_SUGGESTION end
3856,Correct indentation.,add REFACTORING_SUGGESTION end
