commentText	commentClassification
remove commented lines .	refactoring suggestion
 call of getsettingfromname can be reduced you can add the below call here itself .	code suggestion
 	logistics suggestion
make sure to add this after column is added in revision .	code suggestion
why are you running a loop ?	buggycode suggestion
maintain the indentation throughout file .	refactoring suggestion
remove commented line .	refactoring suggestion
remove commented line .	refactoring suggestion
remove commented line	refactoring suggestion
remove commented lines .	refactoring suggestion
remove commented line	refactoring suggestion
remove commented line	refactoring suggestion
remove commented line	refactoring suggestion
remove commented line	refactoring suggestion
remove commented line	refactoring suggestion
remove commented line	refactoring suggestion
remove commented line	refactoring suggestion
remove commented line in between .	refactoring suggestion
correct on spelling and add space for willbe will be	spelling suggestion
this is added twice .	refactoring suggestion
userid has been removed	refactoring suggestion
maintain indentation throughout file	refactoring suggestion
why this key has been changed ?	questioning
this need to might for rqa or ri . please check utkarsh bhai .	logistics suggestion
its two way if already fulfilled will be like true only na they want to fulfill and its already fulfilled . for others plz do comment .	logical suggestion
 b dfc e b aaff this api is used for mobile team as well so lets maintain the same and provide the support only for other source .	buggycode suggestion
why it s in payments table it s int only	buggycode suggestion
please add forienkey as well	buggycode suggestion
forienkey is required .	buggycode suggestion
forienkey is required here	buggycode suggestion
foreign key here .	buggycode suggestion
foriegn key changes .	buggycode suggestion
if this function is technically not generating an irn e invoice then can we use a different function name as it can cause confusion . just a concern if we can change generateirn to generateeway cancelirn to canceleway etc 	logical suggestion
doing update on this pr .	logistics suggestion
 editprice variable never declared we still need that ? instead we can check priceedit which was used inside if 	logical suggestion
is there any way to identify which all ctp files were being called in url ?	questioning
need back merge .	logistics suggestion
can we go through this brand company user skuvisibility instead of using loadmodel ? this will require association to be added in the model file of skuvisibility .php .	code suggestion
 b be b a ce a fd please remove the loadmodel line as it is not required .	refactoring suggestion
can we use !empty instead of this ? i think val sellable will be holding a string value and not an integer value so this strict checking will fail .	buggycode suggestion
please get it verified and update pr will merge after verification .	completeness suggestion
it has been verified 	logistics suggestion
can we add !empty check for gstinno as it matches empty strings also here .	buggycode suggestion
add space .	refactoring suggestion
query please otherwise tell us which all indexes are using this query 	completeness suggestion
why is segmentation code removed b d dbe b bbcc can you please check . 	code suggestion
the pr has been declined .	logistics suggestion
indentation	refactoring suggestion
maintain tab indentation .	refactoring suggestion
can we get the user id and pass it here .	questioning
this can be configured at designation level as well since it is a user wise setting right ?	logical suggestion
can we use !empty here since if the revision is not run then this line will give an error . just for error handling to avoid xx errors .	buggycode suggestion
please make sure that this api will return a json response in all the cases even if the setting exists but is disabled .	code suggestion
can we fetch the companyid using getcompanyid in company .php ?	reuse suggestion
will this work ? there is no table notifications .sql right ? if it working but is this still needed ?	buggycode suggestion
undefined error will come here .	buggycode suggestion
are we getting only last notifications ?	questioning
remove commented lines .	refactoring suggestion
remove commented lines .	refactoring suggestion
remove commented lines .	refactoring suggestion
remove commented lines .	refactoring suggestion
remove commented lines .	refactoring suggestion
remove commented lines .	refactoring suggestion
remove commented lines .	refactoring suggestion
remove commented lines .	refactoring suggestion
remove commented lines .	refactoring suggestion
remove commented lines .	refactoring suggestion
remove commented lines .	refactoring suggestion
remove commented lines .	refactoring suggestion
 remove commented lines . for styles and php code as well .	refactoring suggestion
 !empty this request data notification id add here instead of notificationid 	code suggestion
insert ignore into	code suggestion
this is old code which is not been changed we can pick it up later in code cleaning .	refactoring suggestion
i will add it while creating revision	logistics suggestion
 abb bdc c bd a fff a the commented code are in previous section which have not been changed . we can pick it later as part of cleaning exercise . changing code now at time of merge may impact as there lots of commenting part existing in css files and we have to do this at various places . will pick it in separate task .	logical suggestion
we also might need to add the validation for end date and end time create enddateobj and compare the same and if enddateobj startdateobj throw an error .	code suggestion
please get it verified and update pr will merge after verification .	completeness suggestion
are we using this anywehre ? paymentdata loadoutsheet id loadoutsheetid 	code suggestion
are we using this anywehre ? paymentdata salestate id 	code suggestion
this might need in master . check with other .	logistics suggestion
please move this to master .	logistics suggestion
please get it verified and update pr will merge after verification .	completeness suggestion
 verified	logistics suggestion
please handle it with setting name advantage of that is json based setting can be handled .	code suggestion
 b dfc e b aaff please address the comment .	completeness suggestion
please mege the query from drop column batch id .	code suggestion
same here please merge the query .	logistics suggestion
merge both the query .	code suggestion
 merge segmentchangerequests releated quries 	code suggestion
 abb bdc c bd a fff a but it s new query so both should be fail actually we are not expecting fail query on live any more .	logical suggestion
it is done as discussed .	logistics suggestion
please get it verified and update pr will merge after verification .	completeness suggestion
this need to be in sanity branch . please check	logistics suggestion
please get it verified and update pr will merge after verification .	completeness suggestion
please resolve conflict .	logistics suggestion
please resolve conflict .	logistics suggestion
please get it verified and update pr .	completeness suggestion
we need to preserve all old dat hard delete is not a good practise .	buggycode suggestion
please get it verified and update pr will merge it once verified .	completeness suggestion
claimlimitgroup .php hasmany claimlimitgroupdetail claimlimitgroupdetail .php hasmany claimlimitgroup please check linkage . which is master which is slave .	logistics suggestion
it is not a blocker but structuring is wrong in model . is it n to n relation ? or to n relation ?	buggycode suggestion
please get it verified and update pr for merge .	completeness suggestion
statescess is valid only when gstinno is not there for outlet . refer payments controller .	logical suggestion
it has been verified	logistics suggestion
 b dfc e b aaff please update .	completeness suggestion
please verify and update pr .	completeness suggestion
please resolve conflict .	logistics suggestion
please resolve conflicts	logistics suggestion
can we create it as an object with keys in it instead of variables ? you can refer einvoicemodule or ewaybillmodule ?	code suggestion
please test lower upper and mixed case of string name name name name ifif has to be unique ? convert all data to lowercase and compare .	code suggestion
please update after verification .	completeness suggestion
please get it verified and update pr for merge .	completeness suggestion
can we update the todate to minute before now ? because he might have done transactions in last hours and our db will have wrong data .	code suggestion
merging as it s small set of code and it looks valid and only those fields are being used in ui as well .	logistics suggestion
 typeid will contain the creditnote .id debitnote .id or the cdnote .transactionid ? just asking for information .	questioning
please update after verification .	completeness suggestion
qa verified 	logistics suggestion
please use comman function igetuserandroleinfo in managerole .php file 	reuse suggestion
we can simplify the code by using array rather than creating multi line deceleration	buggycode suggestion
please get it verified and update pr will merge .	completeness suggestion
please change the message . it should be like order is in progress . 	refactoring suggestion
here please write the braces where or is comparing . 	refactoring suggestion
query please .	completeness suggestion
is this code required ?	questioning
please create a index on status and entity . since i have checked it s on transactionid and createdby only .	code suggestion
please merge after verification .	completeness suggestion
already above you are using math .round what is the use of tofixed here ?	questioning
math .round rounds to nearest rupee please change the code to . parsefloat math .round paydata payments payment discount .tofixed 	buggycode suggestion
please get it tested will merge after verification .	completeness suggestion
qa verified 	logistics suggestion
small valid change can be merged .	logistics suggestion
sir same page is used for order edit as well . this part of code will hamper all the orders that will be edited .	buggycode suggestion
planned for qa then we merge .	logistics suggestion
tds is in ri branch and invoice is for master .	logistics suggestion
please raise the pr to sanity branch	logistics suggestion
sir please remove these console commands .	refactoring suggestion
planned for qa then we do merge .	logistics suggestion
need to handle the same in calstotaldiscount revamp .ctp	code suggestion
please resolve conflict .	logistics suggestion
please get it verified otherwise raise pull request in development so it will be tested .	completeness suggestion
plz raise to master	logistics suggestion
hi raman tds is now present in master branch as well . please change the pr .	logistics suggestion
please check if this is still required or not e c a d 	completeness suggestion
inthis we can add condition of not search for this id and other its are mapping .	code suggestion
ticket has been reopened 	logistics suggestion
 b dfc e b aaff please check and update the pr .	logistics suggestion
please get it verified and update the ticket .	completeness suggestion
verified ticket 	logistics suggestion
please resolve conflict .	logistics suggestion
please update pr if this is verified .	completeness suggestion
correct alignment .	refactoring suggestion
please get it verified and merge the ticket .	completeness suggestion
please get it verified and update pr .	completeness suggestion
can we also check if val is an array . .	code suggestion
please change now to now 	buggycode suggestion
please get it verified and update pr .	completeness suggestion
merging this as the variable datas is not defined in the scope of function 	logistics suggestion
please update pr after verification .	completeness suggestion
why is result true by default ?	questioning
space after comma 	refactoring suggestion
space after 	refactoring suggestion
space after 	refactoring suggestion
can we add the necessary association in the model file ? then we can use it through outlet as we have outlet id attribute ?	logical suggestion
can we use a loop here instead of using set extract twice on the same dataset ?	buggycode suggestion
why are we using classregistry here ?	questioning
can we remove this code ?	questioning
just a suggestion can we use transactions here since we are saving data in tables linked to each other and beacuse it is a new api ?	code suggestion
 b dfc e b aaff please update .	completeness suggestion
verified 	logistics suggestion
merging as this is verified .	logistics suggestion
please resolve conflict .	logistics suggestion
remove the commented code .	refactoring suggestion
alignment	refactoring suggestion
alignment	refactoring suggestion
please use tabs for spaces please fix alignment .	refactoring suggestion
correct indentation .	refactoring suggestion
merging as this is just addition of alerts .	logistics suggestion
please add advalorem support as well .	refactoring suggestion
its a default part of the gst gst cgst sgst igst cess advalorem state cess 	logical suggestion
initialise the default value	buggycode suggestion
please get it tested and update pr .	completeness suggestion
qa verified 	logistics suggestion
the last response function in controller should send this as a object please make necessary changes as this will become as an array when empty and object when data is present .	buggycode suggestion
not able to find any function call with the th parameter set to xml and hence it will always flow to the else block .	buggycode suggestion
please update	completeness suggestion
xml response is requested from api bro .	code suggestion
please get it verified and update pr .	completeness suggestion
 abb bdc c bd a fff a got it . it is being called from schemes getschememasterapi in bizomweb 	code suggestion
verified 	logistics suggestion
this might lead to a huge data set and the query might fail . please finalise a date limit and make necessary changes .	buggycode suggestion
what will be the case when i send start end fromdate todate 	questioning
 b dfc e b aaff please update .	completeness suggestion
declining pr as there is no update from long .	logistics suggestion
remove after command .	refactoring suggestion
remove unnecessary line .	refactoring suggestion
can we use a single for loop to build this data ? 	code suggestion
please get it verified and update pr for merging .	completeness suggestion
ifa company is using the same format why didn t we clone and use new name ?	logistics suggestion
did you only removed this code .	questioning
please resolve conflict will merge the same .	logistics suggestion
can we merge this ?	logistics suggestion
merging as this is a typical fix encode on same encoded data may lead to errors .	buggycode suggestion
please remove extra full stop .	refactoring suggestion
can we use this cdnote user payment outlet creditnote instead of loadmodel ?	code suggestion
can we make it a list ?	code suggestion
please update and inform the product team about this hard coded changes .	completeness suggestion
please change to development branch .	logistics suggestion
can we use single query here instead of two queries ? the one above also looks similar to the one written here with an addition of only one where clause .	buggycode suggestion
can we move the comment to top of the lines of the code . just a suggestion .	refactoring suggestion
token can be in core .php is better for using dev or prod or staging differently na .	logical suggestion
if this key not set then it will give warning na .	buggycode suggestion
kandi bhai unset will never throw error if the key isn t set .	buggycode suggestion
can we check what was the group id set for those elements in the form . this can be due to wrong config of the group elements as well .	buggycode suggestion
merging this as sorting on created is not used any where .	logistics suggestion
remove comment code .	refactoring suggestion
merging as the variable changes is correct and the old variable doesn t exists is not being used anywhere else .	logistics suggestion
if we have fixed source then why cant we use enum ?	buggycode suggestion
need to understand this query usecase	questioning
please make alaignment proper .	refactoring suggestion
please remove the extra tab here .	refactoring suggestion
please fix the alignment . 	refactoring suggestion
full set alignment is to be fixed .	refactoring suggestion
please fix the alignment for whatever line changes have been made . here there are spaces and tabs so please convert all of it to tabs . if using vscode view render whitespace . if using sublime text 	refactoring suggestion
convert all indentations to tabs .	refactoring suggestion
correct indentation .	refactoring suggestion
please use single tab instead of tabs .	refactoring suggestion
please make a procative of adding space after and before . please add space before and after 	refactoring suggestion
spaces after is a must .	refactoring suggestion
please correct alignment .	refactoring suggestion
correct alignemnt .	refactoring suggestion
remove unnecessary tabs .	refactoring suggestion
remove unnecessary tabs .	refactoring suggestion
correct alignemnt .	refactoring suggestion
remove double tabs here . for whole block of code .	refactoring suggestion
this condition will never be used since it will go inside the block only if isserialnumbersetting .	buggycode suggestion
add discription what change you have done .	documentation suggestion
can we delete this commented lines as they are not being used any more .	refactoring suggestion
please delete commented line	refactoring suggestion
space before and after 	refactoring suggestion
space after and before 	refactoring suggestion
only the last active user will be present was this required ?	questioning
delete commented lines .	refactoring suggestion
also add validation that the values should match aws or smtp go only . then only use the value . 	code suggestion
please verify and update pr .	completeness suggestion
please resolve the conflict .	logistics suggestion
any update ?	completeness suggestion
please resolve conflicts .	logistics suggestion
please get it verified and update pr for merge .	completeness suggestion
controller gets only strings why are we using array ?	buggycode suggestion
controller gets only strings why are we using array ?	buggycode suggestion
can we fix the indentation on this line ? it is having a mix of space and tabs so . . also use a space after the 	refactoring suggestion
add correct spaces isapi false 	refactoring suggestion
please get it verified and update pr for merge . 	completeness suggestion
what if outlet is mapped to many areas ?	questioning
 b dfc e b aaff please update .	completeness suggestion
please get it verified and update the pr .	logistics suggestion
what if multiple warehouses are mapped to same user ?	questioning
what if multiple warehouses are mapped to same user ?	questioning
 b dfc e b aaff please update .	completeness suggestion
please get it verified and update pr for merge .	completeness suggestion
 in below query only one data u r using right .	questioning
qa verified 	logistics suggestion
please get it verified and update pr for merging .	completeness suggestion
verified 	logistics suggestion
it is better to add an here as well .	refactoring suggestion
it s showing file changes .	logistics suggestion
did this tested .	questioning
correct alignment .	refactoring suggestion
remove all unnecessary spaces from the sql query .	refactoring suggestion
also make the query re executable using insert ignore into	buggycode suggestion
space after and before for current and following lines .	refactoring suggestion
any update ?	completeness suggestion
why development .	logistics suggestion
why did not added single quote in valuesexploded 	buggycode suggestion
why not adding addslashes in valuesexploded 	buggycode suggestion
 abb bcbc aa d in some cases it came string 	buggycode suggestion
need to get it verified bcoz mandatory column s asterisk symbol will be removed in general code .	completeness suggestion
can we use current time stamp ? or why null in date ? do we have a use case ?	questioning
rerun for index will fail .	buggycode suggestion
can we remove the extra white spaces here ?	refactoring suggestion
fields added with data are double quoted can we double quote this as well ?	code suggestion
please get it verified and update pr .	completeness suggestion
remove double tab and add single tab only .	refactoring suggestion
please update .	completeness suggestion
change function name as this is not a function which sends sendactivityreportcsv .	spelling suggestion
this might lead to double addition of tax for sale return without invoice .	buggycode suggestion
igst to be considered only when the state of buyer and seller is different .	buggycode suggestion
this line is needed . please check with qa once dhulappa checked and verified this screen i had fixed some data in backend for same use case .	completeness suggestion
this is required . because this change is causing a bug we should deduct only non saleable return as replacement .	buggycode suggestion
please check if variable is set . for outlet and area .	code suggestion
 abb ac dcb a ac f please update .	completeness suggestion
please get it tested and update pr .	completeness suggestion
change all indentations to tabs .	refactoring suggestion
verified 	logistics suggestion
multiple codes are there	logistics suggestion
please verify and update pr .	completeness suggestion
qa verified 	logistics suggestion
this condition should be there in above conditions key	buggycode suggestion
 b be b a ce a fd if you are getting the active e way bills then it is fine .	logical suggestion
can there be multiple eway bills ? which are active for a single invoice 	questioning
please verify and update pr .	completeness suggestion
please use getsettingfromname function	code suggestion
please don t write query in loop ? it should be in outside loop .	buggycode suggestion
please create a function in model and add the query dere .	refactoring suggestion
use getcompany function which is written in company .php model .	reuse suggestion
same here . please use same function getcompany in company model . note always write a conman function if anything using multiple time .	buggycode suggestion
always use association so it s not required . cakephp automatically handle this .	buggycode suggestion
why company id require here ?	questioning
code formattting .	refactoring suggestion
formmatting	refactoring suggestion
space after comma .	refactoring suggestion
formmating .	refactoring suggestion
don t use session get function get setting and use at top .	buggycode suggestion
same use comman function .	buggycode suggestion
same comman function	buggycode suggestion
don t do controller call from model .	buggycode suggestion
function move on model .	code suggestion
can we keep this empty ? as this will create a dummy entry city name in cities table .	logical suggestion
can we keep this empty ? as this will create a dummy entry city name in cities table .	logical suggestion
please add revisions from ri branch as well .	logistics suggestion
bro please add them after back merge else code will be there but revision wouldnt be there .	logistics suggestion
we want to limit the application of discount to decimals only as the products with lesser price might lead to a discount smaller than decimals example . discount on rs product will store . anything lesser will end up being in values less than current allowed decimal limit .	logical suggestion
this is wrong if column exist then you are ignoring if column not exist then you are modifiyng .	buggycode suggestion
 e c a d please add a line description at least .	documentation suggestion
please add space after 	refactoring suggestion
space after and before space after and before .	refactoring suggestion
space after and before space after and before .	refactoring suggestion
alignment .	refactoring suggestion
why specific to retailer user id and source . is this discussed and what is the use case .	questioning
please update .	completeness suggestion
why are we using varchar instead of int ? we can also make use of foreign key right ?	code suggestion
for all new fields where we store userid can we make use of int instead of varchar and then add fk on it ?	code suggestion
please get it verified and update pr .	completeness suggestion
please use object response this api returns a indexed array please use key response search for this objectfields	buggycode suggestion
convert whole file to use tab indentations .	refactoring suggestion
convert all indentations to tabs .	refactoring suggestion
correct indentation .	refactoring suggestion
please remove this invalid tag .	refactoring suggestion
is this line of code actually required ? there are rows in the datatable but objects in aocolumns . there might be a small mismatch of headers and the data columns if there are no js errors thrown . if it is working fine please ignore . 	buggycode suggestion
can we keep the first character in caps just for the consistency in the headers .	spelling suggestion
why cant have use helper functions	buggycode suggestion
i have created helper function for sale template this is loadsheet so we cant use it here	reuse suggestion
please get it verified and update pr .	completeness suggestion
why are you checking same condition times and its not right way to do amtinclugst 	buggycode suggestion
please update .	completeness suggestion
verified 	logistics suggestion
if we do time in date ymdhis its better na .	logical suggestion
from there we get only date and not time 	logical suggestion
this is approved .	logistics suggestion
did approved by product or other client using this will break na backward compatibility .	buggycode suggestion
please check with company creation code and make necessary changes in bizomsignup as well .	code suggestion
ok i wil create sepearete bug for that . .here we can merge 	logistics suggestion
can i know the reason for adding null condition for user .username	questioning
please split the condition on to multiple lines for more readbility .	refactoring suggestion
please delete commented lines .	refactoring suggestion
space before and after space after and before .	refactoring suggestion
will recommend using getcompanyid of company .php .	reuse suggestion
use brackets even for single line if use space after and before for current and following lines .	refactoring suggestion
please resolve conflict in code .	logistics suggestion
please use brackets for single if line .	refactoring suggestion
please use brackets for single if line .	refactoring suggestion
please use brackets for single if line .	refactoring suggestion
space before and after 	refactoring suggestion
space before and after .	refactoring suggestion
space before and after . here and all following lines .	refactoring suggestion
we can remove this in the above loop	refactoring suggestion
multiple area ids are mapped then only taking one area id so warehouse id are wrong that case .	buggycode suggestion
agree . we can modify the usage of set combine in line such that outlets will contain some other data other than area id because there is no relevance of this variable apart from just checking it outlet exists by using the main key as outletid .	logical suggestion
please update .	completeness suggestion
keep deleted data in logs .	code suggestion
please update .	completeness suggestion
 b dfc e b aaff can we add the data as well with the ids ? that will help us a lot to track what was deleted .	code suggestion
please resolve conflict .	logistics suggestion
its qa verified please check and resolve conflict 	logistics suggestion
 b dfc e b aaff please add log with the data only id s won t be sufficient . 	code suggestion
here we are not checking for the existence of user id and beat id	buggycode suggestion
 b dfc e b aaff if !empty rowdata user id !empty userdata rowdata user id this condition should be handled	code suggestion
please check the alignment on this line .	refactoring suggestion
will it be possible to use this query outside the loop and convert it to an object and then when looping can be easily accessible .	questioning
get this also in a temp variable to store the data so that we can reuse from the same .	code suggestion
please update .	completeness suggestion
please update .	completeness suggestion
please check if the rowerror will give an undefined error since it is not declared or initialised before its usage here . however has been declared in the new loop .	buggycode suggestion
since we are saving data into associated tables can we make use of sql transactions to avoid any errors which can lead to irregularity in the data ?	code suggestion
optimize code shared over call .	buggycode suggestion
check entity type .	code suggestion
 b dfc e b aaff was this decision taken by product team ?	questioning
please get it verified and update pr for merge .	completeness suggestion
 	logistics suggestion
added patch in companies .	logistics suggestion
can we make this query re executeble to avoid duplication of data or to avoid unique key constraint errors ?	buggycode suggestion
please update .	completeness suggestion
insert ignore into formdefinitions id formname columnname columnalias hidden rolesacl defaultvalue editable required created modified values null beats add beat name beat name now now null beats add beat erp id beat erpid now now please change the sql query to above query .	code suggestion
can we get the user id using the auth session read and get the role id and designation using getusertitlesbyid by passing the user id ?	code suggestion
can we use isset tokens just to be sure ?	code suggestion
this will not give url na if you do create url then double url . please check .	buggycode suggestion
 d e ca d a c d bda can we stop this addition if http is already there in the string in the start if strpos url http dont add else add the amazon s bucket and outletimages data . 	logical suggestion
if the change is so regular can we add the field in database somewhere please discuss with the team and update .	logical suggestion
delete commented line	refactoring suggestion
this is actually wrong print will have extra data but not the actual data in salereturn no	buggycode suggestion
mainatain idenatation and check for suffixtosalereturnno 	code suggestion
indentation	refactoring suggestion
indentation	refactoring suggestion
why we are showing panno in place of vat no	buggycode suggestion
this will cause issues with report team please get a confirmation with them . we don t have a direct link of the invoice edited editcomment is the only way to track the same . 	buggycode suggestion
correct indentation .	refactoring suggestion
please get it verified and update pr for merge .	completeness suggestion
need to resolve conflict . 	logistics suggestion
please add warehouseids conditions .	code suggestion
please update the status after verification done 	completeness suggestion
correct indentation .	refactoring suggestion
check the closed brackets .	refactoring suggestion
move code after to next line .	refactoring suggestion
add data in edit logs .	code suggestion
please update .	completeness suggestion
which bracket is being closed here ?	questioning
we need logs with data in it just id s arent enough .	code suggestion
please get it verified and update pr for merge .	completeness suggestion
verified ticket 	logistics suggestion
please get it verified and update pr .	completeness suggestion
any update ?	completeness suggestion
need to check this .	buggycode suggestion
please get it verified and update pr .	completeness suggestion
please correct function name getbackuppaymentcommentreason 	spelling suggestion
please resolve conflict .	logistics suggestion
please correct spelling getbackuppaymentcommentreason	spelling suggestion
query please ? is there any index using this query .	completeness suggestion
please check for it s working and merge this pr .	logistics suggestion
please get it verified and update pr for merge .	completeness suggestion
verified ticket 	logistics suggestion
please confirm with product team with the removal of the compulsion .	completeness suggestion
please get it verified and update pr for merge .	completeness suggestion
qa verified 	logistics suggestion
make it and condition	code suggestion
merging as this is just a change in header .	logistics suggestion
space after and before for current and following lines as well . use space for variable when variable is used in array key .	refactoring suggestion
if quantity given in cases and units then its will store only cases data na .	buggycode suggestion
intval unitspercases value quantityincases quantity please change to above code	code suggestion
 b dfc e b aaff please make the necessary changes .	code suggestion
please get it verified and update pr for merge .	completeness suggestion
any update ?	completeness suggestion
 verified	logistics suggestion
convert all indentations to tabs alternative tabs and spaces used .	refactoring suggestion
check if key is set then only proceed else throw error of no data found .	code suggestion
space after 	refactoring suggestion
check the query log and show the explain command what we executing .	completeness suggestion
 b dfc e b aaff please update .	completeness suggestion
please get it verified and update pr for merge .	completeness suggestion
verified ticket 	logistics suggestion
can we use skuiddatas here we are creating same variable same data . in above loop as well .	code suggestion
remove unnecessary tab .	refactoring suggestion
resolve this apart from this approved .	completeness suggestion
 !empty checks for isset and not empty internally . use !empty here .	buggycode suggestion
spaces after and before for this and following lines where changes are there .	refactoring suggestion
i would suggest to convert the whole function of indexed array to name value pairs with this objectfields it will solve all the problems . let i i for each element that we draw or let i pointer i for each element that we draw	code suggestion
convert all indentations to tabs remove all invalid spaces in end of line the starting of line also has invalid spaces in many places .	refactoring suggestion
removed the spaced from src files these files are src file they never go to the client site rather a compiled folder are served which are minified 	refactoring suggestion
please remove invalid tabs	refactoring suggestion
space before 	refactoring suggestion
remove commented lines .	refactoring suggestion
re executable query .	buggycode suggestion
it is better to add activities and paymentdetails in condition	code suggestion
please can you try or condition for activityformdata .activity type in one query ?	code suggestion
indentation has been changed	refactoring suggestion
 e c a d conditions array activityformdata .transactionid transactionid activityformdata .activity type array paymentdetails activities 	code suggestion
space after and before and space after 	refactoring suggestion
indent using tabs	refactoring suggestion
indent using tabs	refactoring suggestion
is this setting type is company only na .	questioning
we can use for loop one and create data in one loop na .	buggycode suggestion
 feee a b d e f sir if this is working fine please merge . 	logistics suggestion
correct alignment .	refactoring suggestion
please get it verified and update pr for merge .	completeness suggestion
why its removed .	questioning
keeping it on hold for verification .	logistics suggestion
this will return but the function of redirect and other response type . please check .	buggycode suggestion
please check isset or !empty here .	code suggestion
please avoid redeclaration please assign the values to the response variable .	buggycode suggestion
please get it verified and update pr for merge .	completeness suggestion
 verified	logistics suggestion
please check the function its list and its give only array of ids then why doing this .	buggycode suggestion
 e fd f dee de d the variable outletareamapping will have an array like was unit testing done on this ? 	buggycode suggestion
this will not be needed as the key and value are same hence there can never be a duplicate data set in this format .	buggycode suggestion
there are lot of function getting beat based on outlet please use that .	reuse suggestion
query please ?	completeness suggestion
remove spaced indentations . convert it to tabs here .	refactoring suggestion
keeping it on hold for verification .	logistics suggestion
space after and before space after and before .	refactoring suggestion
plz handle not empty one here for configure which above .	code suggestion
query please ?	completeness suggestion
get data after fetch of payments not join .	buggycode suggestion
data will be a array or object only . it can t be string in one case and object array in other case .	buggycode suggestion
data will be a array or object only . it can t be string in one case and object array in other case .	buggycode suggestion
please share this multi join query	completeness suggestion
please address the comments rest all looks good .	completeness suggestion
can we remove this join .	refactoring suggestion
we allow collection of tds only . please check with qa and ask them to test it for tds collection .	completeness suggestion
query please . here we have alreday function in outletareamapping model can you use that . it s tested function	completeness suggestion
why haven t we used helper functions ?	buggycode suggestion
merging as this is simple ui code change .	logistics suggestion
please update if we can merge the same .	logistics suggestion
please get it verified and update pr for merge .	completeness suggestion
merging this as this is just a type casting of the values to integer in pjpoutlet value .	logistics suggestion
please get it verified and update pr for merge .	completeness suggestion
 verified	logistics suggestion
why is this if condition if we aren t making any use of it .	buggycode suggestion
please check for wrong space indentation used .	refactoring suggestion
correct indentation 	refactoring suggestion
 activityformdatas array declare this variable before if condition because if condition fails all other statements will give error if possible try to include all statements related to this variable under if	code suggestion
all if and foreach statements indentation should be corrected .	refactoring suggestion
not used means remove this	refactoring suggestion
not using variable used for loop means dont loop that variable make changes as discussed .	buggycode suggestion
why is this twice ?	questioning
 activityformdatas array column activityformdatas activityformfield id is this required ? where are you using activitycount ?	buggycode suggestion
please resolve conflicts .	logistics suggestion
merging as this is simple ui changes .	logistics suggestion
 abb ac dcb a ac f please merge if this is working fine .	logistics suggestion
verified ticket 	logistics suggestion
can we group empty and !empty as conditions so readability will be good	refactoring suggestion
please handle the indentation	refactoring suggestion
i believe this assignment has to be done only when skudata is active is passed else this force activation is not necessary val warehouseskunit is active and isactive this will lead to force activation . is this expected behaviour . please check with api integration and product team as well .	completeness suggestion
please get it tested and update the pr for merge .	completeness suggestion
 verified	logistics suggestion
here if loop the batchid will reset or not . check .	completeness suggestion
please get it verified and update pr for merge .	completeness suggestion
verified 	logistics suggestion
an index should show both active and inactive please consult with product team .	logical suggestion
we can use list that do same what you have done in below for loop .	code suggestion
use isset instead of array key exists .	code suggestion
use isset instead of array key exists .	code suggestion
sir we might have to add qps scheme column as well sir in the base amount sum sir . 	code suggestion
merging as it s a small code .	logistics suggestion
please get it verified and update pr for merge .	completeness suggestion
 	logistics suggestion
check indentation and convert all to tabs .	refactoring suggestion
instead of assigning value to variable try using directly please make this change for all gst variables used	code suggestion
these calculation not required already you will get the calculated value from function use that	buggycode suggestion
some calculation is not needed as it is already done in helper function please use that	reuse suggestion
spaces after and before are alternatively random .	refactoring suggestion
please remove all existing variables for which you assigned helper function values . instead of assigning to existing variables you can use them directly only while doing sum you can use variables to store sum .	refactoring suggestion
try using helper funtion gst details here	reuse suggestion
gst data preparation is not required directly available in helper function use that	reuse suggestion
scheme percent cd percent rate and taxable amount already available so remove these calculations	refactoring suggestion
most of the things already available in helper function but also you are doing those calculation again in template . please check once and remove unwanted calculations also remove unused variables and code	refactoring suggestion
please address the comment .	completeness suggestion
remove this and use helper function	reuse suggestion
remove this and use helper function	reuse suggestion
remove this	refactoring suggestion
here they want schemewithgst or scheme ?	questioning
declare this variable in the top as this is returned in return statement . to avoid undefined index error .	buggycode suggestion
response redeclared .	buggycode suggestion
please use response result and response reason redeclaring is not a good practise .	buggycode suggestion
please use response result and response reason redeclaring is not a good practise . please add the achievements key in response and keep it static if it s a object type caste it the last before json response .	buggycode suggestion
please use response result and response reason redeclaring is not a good practise . please add the achievements key in response and keep it static 	buggycode suggestion
please use response result and response reason redeclaring is not a good practise . please add the achievements key in response and keep it static 	buggycode suggestion
getmslachievementnew function name has been used in many models for faster and better readability can we add model name in function getmslachievementforordernew getmslachievementforsalereturnnew getmslachievementforsalenew the one in msl controller can be kept as getmslachievementnew . please change the app version as well to notify the app to use new api else old portal and new app will throw undefined function error .	spelling suggestion
are there variables required if we are not using them ?	questioning
please resolve conflict .	logistics suggestion
is it possible to maintain uniformity across key names	spelling suggestion
each time rounding of and adding the value may change example if there items . . . . . total cgst amount will be which is huge different if the requirement is the same its fine if not please roundoff after adding all the value	buggycode suggestion
dont round off while assigning can roundoff while showing or at last	buggycode suggestion
correct alignment .	refactoring suggestion
please get it verified and update pr for merge .	completeness suggestion
 verified	logistics suggestion
please get it verified and update pr for merge .	completeness suggestion
in this case we need to fetch the invoice id price and add it	logical suggestion
